Point;Latitude;Longitude;Contexte;Période;ATX35;ATXND;ATNND;
282;41.4087;9.1577;RCP4.5;H1;1.17;17;-10;
423;41.4925;8.9759;RCP4.5;H1;1.19;17;-11;
424;41.4864;9.071;RCP4.5;H1;1.17;16;-11;
425;41.4802;9.166;RCP4.5;H1;1.18;18;-10;
426;41.4739;9.261;RCP4.5;H1;1.17;16;-10;
564;41.5759;8.7935;RCP4.5;H1;1.02;12;-5;
565;41.57;8.8888;RCP4.5;H1;1.05;14;-5;
566;41.564;8.984;RCP4.5;H1;1.11;17;-6;
567;41.5579;9.0791;RCP4.5;H1;1.25;26;-7;
568;41.5517;9.1743;RCP4.5;H1;1.19;19;-9;
569;41.5454;9.2694;RCP4.5;H1;1.15;17;-10;
707;41.6474;8.8014;RCP4.5;H1;0.98;12;-5;
708;41.6415;8.8967;RCP4.5;H1;1.05;17;-5;
709;41.6355;8.992;RCP4.5;H1;1.11;18;-6;
710;41.6294;9.0873;RCP4.5;H1;1.23;27;-6;
711;41.6232;9.1826;RCP4.5;H1;1.24;27;-6;
712;41.6169;9.2779;RCP4.5;H1;1.06;15;-6;
849;41.7248;8.7138;RCP4.5;H1;0.98;12;-5;
850;41.719;8.8093;RCP4.5;H1;0.98;12;-5;
851;41.713;8.9047;RCP4.5;H1;1.1;19;-6;
852;41.707;9.0001;RCP4.5;H1;1.17;23;-6;
853;41.7009;9.0955;RCP4.5;H1;1.25;27;-7;
854;41.6946;9.1909;RCP4.5;H1;1.27;29;-8;
855;41.6884;9.2863;RCP4.5;H1;1.18;23;-7;
856;41.682;9.3817;RCP4.5;H1;1.06;16;-7;
993;41.7905;8.8171;RCP4.5;H1;1.1;19;-6;
994;41.7845;8.9127;RCP4.5;H1;3.48;20;-6;
995;41.7785;9.0083;RCP4.5;H1;1.3;26;-8;
996;41.7724;9.1038;RCP4.5;H1;0.63;27;-8;
997;41.7661;9.1993;RCP4.5;H1;0.3;27;-8;
998;41.7598;9.2948;RCP4.5;H1;2.65;27;-7;
1136;41.862;8.8251;RCP4.5;H1;1.06;17;-5;
1137;41.856;8.9207;RCP4.5;H1;3.43;25;-7;
1138;41.85;9.0164;RCP4.5;H1;4.37;25;-7;
1139;41.8439;9.112;RCP4.5;H1;0;27;-9;
1140;41.8376;9.2077;RCP4.5;H1;0;26;-9;
1141;41.8313;9.3033;RCP4.5;H1;2.46;25;-7;
1277;41.9452;8.6413;RCP4.5;H1;1.03;14;-6;
1278;41.9394;8.7372;RCP4.5;H1;1.03;14;-5;
1279;41.9335;8.833;RCP4.5;H1;1.01;15;-5;
1280;41.9276;8.9288;RCP4.5;H1;2.71;22;-6;
1281;41.9215;9.0246;RCP4.5;H1;0.52;26;-9;
1282;41.9154;9.1203;RCP4.5;H1;0.72;28;-8;
1283;41.9091;9.216;RCP4.5;H1;0;26;-8;
1284;41.9028;9.3118;RCP4.5;H1;1.15;23;-6;
1421;42.011;8.745;RCP4.5;H1;1.09;17;-6;
1422;42.0051;8.8409;RCP4.5;H1;2.8;19;-6;
1423;41.9991;8.9368;RCP4.5;H1;2.49;26;-8;
1424;41.993;9.0327;RCP4.5;H1;0.58;27;-9;
1425;41.9869;9.1286;RCP4.5;H1;0;26;-10;
1426;41.9806;9.2245;RCP4.5;H1;0;26;-8;
1427;41.9743;9.3203;RCP4.5;H1;1.13;22;-6;
1563;42.0883;8.6568;RCP4.5;H1;0.98;14;-6;
1564;42.0825;8.7528;RCP4.5;H1;1.02;16;-6;
1565;42.0766;8.8489;RCP4.5;H1;1.2;27;-7;
1566;42.0706;8.9449;RCP4.5;H1;4.72;25;-7;
1567;42.0646;9.0409;RCP4.5;H1;0.45;27;-8;
1568;42.0584;9.1369;RCP4.5;H1;0;24;-8;
1569;42.0522;9.2329;RCP4.5;H1;0;27;-8;
1570;42.0458;9.3288;RCP4.5;H1;1.23;17;-5;
1571;42.0394;9.4248;RCP4.5;H1;0.95;11;-4;
1637;42.3488;1.9977;RCP4.5;H1;0;39;-11;
1642;42.3492;2.4818;RCP4.5;H1;0.1;32;-8;
1643;42.349;2.5786;RCP4.5;H1;0.17;30;-8;
1644;42.3488;2.6754;RCP4.5;H1;0.76;28;-7;
1705;42.1656;8.5683;RCP4.5;H1;1;13;-6;
1706;42.1599;8.6645;RCP4.5;H1;1.14;21;-6;
1707;42.1541;8.7607;RCP4.5;H1;1.17;24;-7;
1708;42.1482;8.8569;RCP4.5;H1;1.25;29;-8;
1709;42.1422;8.953;RCP4.5;H1;0.99;27;-8;
1710;42.1361;9.0491;RCP4.5;H1;0;25;-9;
1711;42.1299;9.1452;RCP4.5;H1;0;28;-9;
1712;42.1237;9.2413;RCP4.5;H1;0.39;28;-9;
1713;42.1173;9.3374;RCP4.5;H1;1.27;20;-6;
1714;42.1109;9.4334;RCP4.5;H1;0.99;11;-3;
1715;42.1044;9.5295;RCP4.5;H1;0.98;11;-3;
1780;42.4206;1.9973;RCP4.5;H1;0;40;-10;
1781;42.4208;2.0942;RCP4.5;H1;0;38;-11;
1782;42.421;2.1912;RCP4.5;H1;0;34;-11;
1784;42.4211;2.3851;RCP4.5;H1;0;36;-9;
1785;42.421;2.482;RCP4.5;H1;0.07;32;-9;
1786;42.4209;2.5789;RCP4.5;H1;0.46;31;-7;
1787;42.4206;2.6759;RCP4.5;H1;0.39;28;-8;
1788;42.4202;2.7728;RCP4.5;H1;0.7;27;-7;
1849;42.2315;8.6723;RCP4.5;H1;1.21;24;-6;
1850;42.2256;8.7686;RCP4.5;H1;1.25;27;-7;
1851;42.2197;8.8649;RCP4.5;H1;0.5;29;-9;
1852;42.2137;8.9611;RCP4.5;H1;0;30;-9;
1853;42.2076;9.0574;RCP4.5;H1;0;28;-9;
1854;42.2015;9.1536;RCP4.5;H1;0.09;29;-8;
1855;42.1952;9.2498;RCP4.5;H1;1.97;27;-8;
1856;42.1889;9.346;RCP4.5;H1;1.29;20;-6;
1857;42.1824;9.4421;RCP4.5;H1;0.43;11;-3;
1918;42.4897;1.5116;RCP4.5;H1;0;41;-10;
1919;42.4905;1.6087;RCP4.5;H1;0;39;-11;
1920;42.4911;1.7057;RCP4.5;H1;0;36;-11;
1921;42.4916;1.8028;RCP4.5;H1;0;38;-11;
1922;42.4921;1.8998;RCP4.5;H1;0;42;-11;
1923;42.4924;1.9969;RCP4.5;H1;0;41;-9;
1924;42.4927;2.0939;RCP4.5;H1;0;41;-10;
1925;42.4929;2.191;RCP4.5;H1;0;37;-10;
1926;42.4929;2.2881;RCP4.5;H1;0;37;-10;
1927;42.4929;2.3851;RCP4.5;H1;0;34;-11;
1928;42.4929;2.4822;RCP4.5;H1;0;29;-11;
1929;42.4927;2.5792;RCP4.5;H1;0.18;32;-8;
1930;42.4924;2.6763;RCP4.5;H1;1.65;27;-6;
1931;42.4921;2.7733;RCP4.5;H1;1.85;26;-7;
1932;42.4916;2.8704;RCP4.5;H1;1.21;26;-7;
1933;42.4911;2.9674;RCP4.5;H1;0.2;23;-8;
1934;42.4905;3.0645;RCP4.5;H1;1.21;20;-6;
1992;42.303;8.6801;RCP4.5;H1;1.06;17;-6;
1993;42.2972;8.7765;RCP4.5;H1;1.25;27;-8;
1994;42.2913;8.8729;RCP4.5;H1;0;26;-9;
1995;42.2853;8.9693;RCP4.5;H1;0;30;-9;
1996;42.2792;9.0656;RCP4.5;H1;0;28;-9;
1997;42.273;9.162;RCP4.5;H1;0.5;30;-8;
1998;42.2667;9.2583;RCP4.5;H1;1.5;25;-7;
1999;42.2604;9.3546;RCP4.5;H1;0.92;26;-8;
2000;42.2539;9.4509;RCP4.5;H1;1.35;19;-6;
2061;42.5616;1.5106;RCP4.5;H1;0;41;-10;
2062;42.5623;1.6078;RCP4.5;H1;0;41;-10;
2063;42.5629;1.7049;RCP4.5;H1;0;37;-10;
2064;42.5634;1.8021;RCP4.5;H1;0;40;-10;
2065;42.5639;1.8993;RCP4.5;H1;0;38;-10;
2066;42.5642;1.9965;RCP4.5;H1;0;38;-11;
2067;42.5645;2.0936;RCP4.5;H1;0;41;-10;
2068;42.5647;2.1908;RCP4.5;H1;0;37;-10;
2069;42.5648;2.288;RCP4.5;H1;0.14;34;-9;
2070;42.5648;2.3852;RCP4.5;H1;0.33;34;-8;
2071;42.5647;2.4823;RCP4.5;H1;0.08;32;-8;
2072;42.5645;2.5795;RCP4.5;H1;0.12;28;-8;
2073;42.5642;2.6767;RCP4.5;H1;1.31;27;-6;
2074;42.5639;2.7739;RCP4.5;H1;1.87;25;-6;
2075;42.5634;2.8711;RCP4.5;H1;2.71;23;-7;
2076;42.5629;2.9682;RCP4.5;H1;2.83;24;-7;
2135;42.3746;8.6879;RCP4.5;H1;1.07;18;-5;
2136;42.3688;8.7844;RCP4.5;H1;1.79;27;-9;
2137;42.3629;8.8809;RCP4.5;H1;0;25;-9;
2138;42.3568;8.9774;RCP4.5;H1;0;28;-9;
2139;42.3507;9.0739;RCP4.5;H1;0;27;-8;
2140;42.3446;9.1704;RCP4.5;H1;1.52;30;-8;
2141;42.3383;9.2668;RCP4.5;H1;0.17;26;-8;
2142;42.3319;9.3632;RCP4.5;H1;0.07;25;-8;
2143;42.3254;9.4596;RCP4.5;H1;0.87;23;-7;
2203;42.6326;1.4123;RCP4.5;H1;0;37;-10;
2204;42.6334;1.5096;RCP4.5;H1;0;38;-9;
2205;42.6341;1.6069;RCP4.5;H1;0;38;-9;
2206;42.6347;1.7042;RCP4.5;H1;0;37;-9;
2207;42.6353;1.8014;RCP4.5;H1;0;36;-10;
2208;42.6357;1.8987;RCP4.5;H1;0;39;-9;
2209;42.6361;1.996;RCP4.5;H1;0;38;-11;
2210;42.6363;2.0933;RCP4.5;H1;0;41;-10;
2211;42.6365;2.1906;RCP4.5;H1;0;36;-10;
2212;42.6366;2.2879;RCP4.5;H1;0.01;31;-10;
2213;42.6366;2.3852;RCP4.5;H1;0.47;30;-8;
2214;42.6365;2.4825;RCP4.5;H1;1.14;26;-7;
2215;42.6363;2.5798;RCP4.5;H1;1.14;26;-6;
2216;42.6361;2.6771;RCP4.5;H1;1.93;27;-6;
2217;42.6357;2.7744;RCP4.5;H1;1.87;23;-7;
2218;42.6353;2.8717;RCP4.5;H1;2.31;23;-7;
2219;42.6347;2.969;RCP4.5;H1;2.94;23;-7;
2278;42.4462;8.6957;RCP4.5;H1;1.01;14;-5;
2279;42.4404;8.7924;RCP4.5;H1;1.11;21;-7;
2280;42.4344;8.889;RCP4.5;H1;0;23;-9;
2281;42.4284;8.9856;RCP4.5;H1;0;27;-9;
2282;42.4223;9.0822;RCP4.5;H1;0;26;-8;
2283;42.4161;9.1788;RCP4.5;H1;2.92;27;-8;
2284;42.4098;9.2753;RCP4.5;H1;0.65;27;-7;
2285;42.4034;9.3719;RCP4.5;H1;1.16;26;-8;
2286;42.397;9.4684;RCP4.5;H1;1.47;22;-6;
2336;42.6915;0.4373;RCP4.5;H1;0;38;-11;
2337;42.6932;0.5346;RCP4.5;H1;0;39;-10;
2338;42.6948;0.632;RCP4.5;H1;0;39;-10;
2346;42.7044;1.4111;RCP4.5;H1;0;43;-9;
2347;42.7052;1.5086;RCP4.5;H1;0;37;-11;
2348;42.706;1.606;RCP4.5;H1;0;37;-11;
2349;42.7066;1.7034;RCP4.5;H1;0;40;-8;
2350;42.7071;1.8008;RCP4.5;H1;0.05;36;-8;
2351;42.7076;1.8982;RCP4.5;H1;0;36;-8;
2352;42.7079;1.9956;RCP4.5;H1;0;35;-10;
2353;42.7082;2.093;RCP4.5;H1;0.01;31;-10;
2354;42.7084;2.1905;RCP4.5;H1;0;31;-10;
2355;42.7085;2.2879;RCP4.5;H1;0.04;33;-10;
2356;42.7085;2.3853;RCP4.5;H1;0.04;28;-9;
2357;42.7084;2.4827;RCP4.5;H1;0.8;28;-7;
2358;42.7082;2.5801;RCP4.5;H1;1.63;27;-6;
2359;42.7079;2.6775;RCP4.5;H1;2.79;27;-7;
2360;42.7076;2.775;RCP4.5;H1;1.61;24;-7;
2361;42.7071;2.8724;RCP4.5;H1;2.56;23;-7;
2362;42.7066;2.9698;RCP4.5;H1;1.21;23;-7;
2421;42.5178;8.7036;RCP4.5;H1;1.03;14;-5;
2422;42.512;8.8003;RCP4.5;H1;1.02;15;-5;
2423;42.506;8.8971;RCP4.5;H1;1.13;21;-7;
2424;42.5;8.9938;RCP4.5;H1;0;26;-9;
2425;42.4939;9.0905;RCP4.5;H1;0.97;27;-9;
2426;42.4877;9.1872;RCP4.5;H1;3.02;28;-8;
2427;42.4814;9.2839;RCP4.5;H1;2.31;28;-8;
2428;42.475;9.3805;RCP4.5;H1;0.98;25;-7;
2429;42.4685;9.4772;RCP4.5;H1;0.95;14;-4;
2474;42.7535;-0.0524;RCP4.5;H1;0;39;-12;
2475;42.7557;0.045;RCP4.5;H1;0;41;-11;
2476;42.7577;0.1425;RCP4.5;H1;0;38;-13;
2477;42.7597;0.24;RCP4.5;H1;0;39;-11;
2478;42.7616;0.3374;RCP4.5;H1;0;39;-11;
2479;42.7634;0.4349;RCP4.5;H1;0;38;-10;
2480;42.765;0.5324;RCP4.5;H1;0;40;-8;
2481;42.7667;0.6299;RCP4.5;H1;0.07;36;-8;
2484;42.7709;0.9224;RCP4.5;H1;0;40;-9;
2486;42.7733;1.1174;RCP4.5;H1;0;41;-9;
2487;42.7744;1.2149;RCP4.5;H1;0.05;35;-7;
2488;42.7754;1.3125;RCP4.5;H1;0.07;33;-8;
2489;42.7763;1.41;RCP4.5;H1;0;42;-8;
2490;42.7771;1.5075;RCP4.5;H1;0.09;37;-8;
2491;42.7778;1.6051;RCP4.5;H1;0.2;35;-7;
2492;42.7784;1.7026;RCP4.5;H1;0.48;35;-7;
2493;42.779;1.8001;RCP4.5;H1;0.05;34;-8;
2494;42.7794;1.8977;RCP4.5;H1;0;34;-9;
2495;42.7798;1.9952;RCP4.5;H1;0;33;-10;
2496;42.78;2.0927;RCP4.5;H1;0.14;31;-9;
2497;42.7802;2.1903;RCP4.5;H1;0.25;32;-9;
2498;42.7803;2.2878;RCP4.5;H1;0.4;32;-9;
2499;42.7803;2.3854;RCP4.5;H1;0.41;27;-7;
2500;42.7802;2.4829;RCP4.5;H1;2.07;27;-7;
2501;42.78;2.5804;RCP4.5;H1;2.6;27;-7;
2502;42.7798;2.678;RCP4.5;H1;3.43;27;-7;
2503;42.7794;2.7755;RCP4.5;H1;1.7;24;-7;
2504;42.779;2.873;RCP4.5;H1;2.6;24;-7;
2505;42.7784;2.9706;RCP4.5;H1;1.21;24;-7;
2565;42.5835;8.8083;RCP4.5;H1;0.99;13;-5;
2566;42.5776;8.9052;RCP4.5;H1;1.04;18;-5;
2567;42.5716;9.002;RCP4.5;H1;1.08;20;-6;
2568;42.5654;9.0989;RCP4.5;H1;1.05;20;-6;
2569;42.5592;9.1957;RCP4.5;H1;1.1;21;-6;
2570;42.5529;9.2925;RCP4.5;H1;1.11;23;-6;
2571;42.5465;9.3892;RCP4.5;H1;1.17;23;-6;
2572;42.54;9.486;RCP4.5;H1;0.63;11;-3;
2612;42.8133;-0.5431;RCP4.5;H1;0;49;-10;
2613;42.8159;-0.4456;RCP4.5;H1;0;47;-10;
2614;42.8184;-0.3481;RCP4.5;H1;0;36;-9;
2615;42.8208;-0.2505;RCP4.5;H1;0;37;-14;
2616;42.8231;-0.1529;RCP4.5;H1;0;42;-11;
2617;42.8254;-0.0554;RCP4.5;H1;0;42;-12;
2618;42.8275;0.0422;RCP4.5;H1;0;43;-11;
2619;42.8296;0.1398;RCP4.5;H1;0;37;-11;
2620;42.8315;0.2374;RCP4.5;H1;0;38;-11;
2621;42.8334;0.335;RCP4.5;H1;0.1;41;-9;
2622;42.8352;0.4326;RCP4.5;H1;0;40;-9;
2623;42.8369;0.5302;RCP4.5;H1;0;36;-8;
2624;42.8385;0.6278;RCP4.5;H1;0.13;37;-8;
2626;42.8414;0.823;RCP4.5;H1;0;38;-10;
2627;42.8428;0.9206;RCP4.5;H1;0;38;-9;
2628;42.844;1.0183;RCP4.5;H1;0.07;31;-8;
2629;42.8452;1.1159;RCP4.5;H1;0;43;-8;
2630;42.8463;1.2136;RCP4.5;H1;0.93;35;-7;
2631;42.8472;1.3112;RCP4.5;H1;0.35;34;-7;
2632;42.8481;1.4088;RCP4.5;H1;0.04;33;-8;
2633;42.8489;1.5065;RCP4.5;H1;0.12;33;-8;
2634;42.8497;1.6041;RCP4.5;H1;0.78;29;-8;
2635;42.8503;1.7018;RCP4.5;H1;0.03;28;-8;
2636;42.8508;1.7995;RCP4.5;H1;0.01;30;-9;
2637;42.8513;1.8971;RCP4.5;H1;0.28;31;-7;
2638;42.8516;1.9948;RCP4.5;H1;0.15;31;-8;
2639;42.8519;2.0924;RCP4.5;H1;0.3;30;-8;
2640;42.8521;2.1901;RCP4.5;H1;1.2;29;-7;
2641;42.8522;2.2877;RCP4.5;H1;0.7;30;-8;
2642;42.8522;2.3854;RCP4.5;H1;0.75;30;-8;
2643;42.8521;2.4831;RCP4.5;H1;1.33;30;-7;
2644;42.8519;2.5807;RCP4.5;H1;2.03;29;-7;
2645;42.8516;2.6784;RCP4.5;H1;3.47;29;-7;
2646;42.8513;2.776;RCP4.5;H1;1.53;25;-7;
2647;42.8508;2.8737;RCP4.5;H1;1.53;25;-6;
2648;42.8503;2.9714;RCP4.5;H1;1.22;25;-7;
2711;42.637;9.1072;RCP4.5;H1;0.99;15;-5;
2712;42.6308;9.2042;RCP4.5;H1;0.7;22;-6;
2713;42.6245;9.3011;RCP4.5;H1;1.02;17;-4;
2714;42.6181;9.398;RCP4.5;H1;1.13;22;-5;
2754;42.8824;-0.6444;RCP4.5;H1;0;38;-10;
2755;42.8851;-0.5467;RCP4.5;H1;0;51;-9;
2756;42.8877;-0.4491;RCP4.5;H1;0;49;-10;
2757;42.8902;-0.3514;RCP4.5;H1;0;36;-9;
2758;42.8926;-0.2537;RCP4.5;H1;0;41;-11;
2759;42.895;-0.156;RCP4.5;H1;0;41;-11;
2760;42.8972;-0.0584;RCP4.5;H1;0.03;39;-10;
2761;42.8993;0.0393;RCP4.5;H1;0;42;-9;
2762;42.9014;0.137;RCP4.5;H1;0;41;-11;
2763;42.9034;0.2348;RCP4.5;H1;0;38;-11;
2764;42.9052;0.3325;RCP4.5;H1;0.17;41;-9;
2765;42.907;0.4302;RCP4.5;H1;0.04;34;-9;
2766;42.9087;0.5279;RCP4.5;H1;0.09;28;-8;
2767;42.9103;0.6257;RCP4.5;H1;0.35;32;-8;
2768;42.9118;0.7234;RCP4.5;H1;0.46;30;-8;
2769;42.9133;0.8211;RCP4.5;H1;0.15;31;-8;
2770;42.9146;0.9189;RCP4.5;H1;0.56;38;-7;
2771;42.9159;1.0166;RCP4.5;H1;0.99;33;-7;
2772;42.917;1.1144;RCP4.5;H1;0.79;28;-7;
2773;42.9181;1.2122;RCP4.5;H1;1.15;28;-8;
2774;42.9191;1.3099;RCP4.5;H1;0.78;28;-8;
2775;42.92;1.4077;RCP4.5;H1;0.32;28;-7;
2776;42.9208;1.5055;RCP4.5;H1;0.15;29;-8;
2777;42.9215;1.6032;RCP4.5;H1;0.65;30;-8;
2778;42.9221;1.701;RCP4.5;H1;0.78;30;-8;
2779;42.9227;1.7988;RCP4.5;H1;0.52;29;-8;
2780;42.9231;1.8966;RCP4.5;H1;1.17;29;-8;
2781;42.9235;1.9943;RCP4.5;H1;1.11;29;-7;
2782;42.9237;2.0921;RCP4.5;H1;1.42;30;-7;
2783;42.9239;2.1899;RCP4.5;H1;2.67;30;-7;
2784;42.924;2.2877;RCP4.5;H1;2.23;29;-7;
2785;42.924;2.3855;RCP4.5;H1;1.29;32;-8;
2786;42.9239;2.4833;RCP4.5;H1;1.27;31;-8;
2787;42.9237;2.581;RCP4.5;H1;1.64;31;-8;
2788;42.9235;2.6788;RCP4.5;H1;2.15;30;-7;
2789;42.9231;2.7766;RCP4.5;H1;2.04;28;-8;
2790;42.9227;2.8744;RCP4.5;H1;1.76;29;-7;
2791;42.9221;2.9722;RCP4.5;H1;1.21;25;-7;
2854;42.7086;9.1156;RCP4.5;H1;0.98;14;-5;
2855;42.7023;9.2127;RCP4.5;H1;1;16;-4;
2856;42.696;9.3097;RCP4.5;H1;1.02;15;-4;
2857;42.6896;9.4067;RCP4.5;H1;1.14;23;-5;
2895;42.9486;-0.8436;RCP4.5;H1;0.03;33;-11;
2896;42.9515;-0.7458;RCP4.5;H1;0;38;-11;
2897;42.9543;-0.6481;RCP4.5;H1;0.18;40;-10;
2898;42.9569;-0.5503;RCP4.5;H1;0.03;38;-11;
2899;42.9595;-0.4525;RCP4.5;H1;0.05;39;-11;
2900;42.962;-0.3547;RCP4.5;H1;0;37;-10;
2901;42.9645;-0.2569;RCP4.5;H1;0;32;-9;
2902;42.9668;-0.1591;RCP4.5;H1;0.13;33;-9;
2903;42.969;-0.0613;RCP4.5;H1;0.47;40;-10;
2904;42.9712;0.0365;RCP4.5;H1;0;42;-10;
2905;42.9732;0.1343;RCP4.5;H1;0;43;-9;
2906;42.9752;0.2321;RCP4.5;H1;0.07;34;-9;
2907;42.9771;0.33;RCP4.5;H1;0.07;29;-10;
2908;42.9789;0.4278;RCP4.5;H1;0.26;29;-9;
2909;42.9806;0.5257;RCP4.5;H1;0.55;28;-9;
2910;42.9822;0.6235;RCP4.5;H1;1.28;30;-8;
2911;42.9837;0.7214;RCP4.5;H1;0.8;30;-8;
2912;42.9851;0.8192;RCP4.5;H1;1.06;29;-8;
2913;42.9865;0.9171;RCP4.5;H1;1.2;29;-8;
2914;42.9877;1.015;RCP4.5;H1;0.92;27;-8;
2915;42.9889;1.1129;RCP4.5;H1;1.71;26;-8;
2916;42.99;1.2108;RCP4.5;H1;1.54;27;-8;
2917;42.9909;1.3086;RCP4.5;H1;1.44;29;-8;
2918;42.9918;1.4065;RCP4.5;H1;1.5;30;-8;
2919;42.9927;1.5044;RCP4.5;H1;1.05;29;-8;
2920;42.9934;1.6023;RCP4.5;H1;1.17;28;-7;
2921;42.994;1.7002;RCP4.5;H1;1.11;30;-7;
2922;42.9945;1.7981;RCP4.5;H1;1.33;30;-7;
2923;42.995;1.896;RCP4.5;H1;1.7;30;-8;
2924;42.9953;1.9939;RCP4.5;H1;1.87;30;-7;
2925;42.9956;2.0918;RCP4.5;H1;1.95;30;-7;
2926;42.9958;2.1897;RCP4.5;H1;2.56;30;-6;
2927;42.9959;2.2876;RCP4.5;H1;2.22;30;-6;
2928;42.9959;2.3855;RCP4.5;H1;1.3;32;-8;
2929;42.9958;2.4834;RCP4.5;H1;1.65;31;-8;
2930;42.9956;2.5813;RCP4.5;H1;2.13;31;-8;
2931;42.9953;2.6792;RCP4.5;H1;2.75;30;-7;
2932;42.995;2.7771;RCP4.5;H1;2.44;27;-7;
2933;42.9945;2.875;RCP4.5;H1;2.38;27;-7;
2934;42.994;2.9729;RCP4.5;H1;1.2;25;-7;
2999;42.7676;9.3183;RCP4.5;H1;1.04;15;-4;
3000;42.7612;9.4155;RCP4.5;H1;1.19;24;-6;
3033;43.0047;-1.3367;RCP4.5;H1;0.07;29;-11;
3036;43.0144;-1.0433;RCP4.5;H1;0;34;-11;
3037;43.0175;-0.9454;RCP4.5;H1;0.18;34;-9;
3038;43.0204;-0.8475;RCP4.5;H1;0.23;33;-9;
3039;43.0233;-0.7497;RCP4.5;H1;0.09;29;-10;
3040;43.0261;-0.6518;RCP4.5;H1;0.69;30;-9;
3041;43.0288;-0.5539;RCP4.5;H1;0.15;29;-10;
3042;43.0313;-0.456;RCP4.5;H1;0.24;26;-10;
3043;43.0339;-0.3581;RCP4.5;H1;0.03;38;-10;
3044;43.0363;-0.2602;RCP4.5;H1;0.13;33;-10;
3045;43.0386;-0.1623;RCP4.5;H1;0.1;28;-9;
3046;43.0408;-0.0643;RCP4.5;H1;0.76;29;-9;
3047;43.043;0.0336;RCP4.5;H1;0.42;28;-9;
3048;43.0451;0.1316;RCP4.5;H1;0.6;29;-9;
3049;43.047;0.2295;RCP4.5;H1;0.73;27;-9;
3050;43.0489;0.3275;RCP4.5;H1;1.11;25;-8;
3051;43.0507;0.4254;RCP4.5;H1;1.62;29;-8;
3052;43.0524;0.5234;RCP4.5;H1;2.01;27;-8;
3053;43.054;0.6214;RCP4.5;H1;1.2;27;-8;
3054;43.0555;0.7194;RCP4.5;H1;1.19;27;-8;
3055;43.057;0.8174;RCP4.5;H1;1.22;26;-8;
3056;43.0583;0.9153;RCP4.5;H1;2.78;27;-8;
3057;43.0596;1.0133;RCP4.5;H1;2.03;27;-8;
3058;43.0607;1.1113;RCP4.5;H1;1.96;27;-8;
3059;43.0618;1.2093;RCP4.5;H1;1.68;28;-8;
3060;43.0628;1.3074;RCP4.5;H1;1.92;28;-7;
3061;43.0637;1.4054;RCP4.5;H1;2.19;29;-8;
3062;43.0645;1.5034;RCP4.5;H1;1.7;29;-8;
3063;43.0652;1.6014;RCP4.5;H1;2.04;30;-8;
3064;43.0659;1.6994;RCP4.5;H1;2.45;31;-8;
3065;43.0664;1.7974;RCP4.5;H1;2.25;29;-8;
3066;43.0668;1.8955;RCP4.5;H1;2.54;31;-8;
3067;43.0672;1.9935;RCP4.5;H1;2.13;31;-9;
3068;43.0675;2.0915;RCP4.5;H1;2.73;31;-9;
3069;43.0677;2.1895;RCP4.5;H1;3.62;29;-8;
3070;43.0677;2.2876;RCP4.5;H1;3.81;30;-9;
3071;43.0677;2.3856;RCP4.5;H1;2.19;31;-9;
3072;43.0677;2.4836;RCP4.5;H1;1.92;31;-9;
3073;43.0675;2.5816;RCP4.5;H1;3;30;-8;
3074;43.0672;2.6797;RCP4.5;H1;3.76;29;-8;
3075;43.0669;2.7777;RCP4.5;H1;2.63;27;-7;
3076;43.0664;2.8757;RCP4.5;H1;2.93;26;-8;
3077;43.0659;2.9737;RCP4.5;H1;1.19;25;-7;
3078;43.0652;3.0718;RCP4.5;H1;1.19;24;-7;
3142;42.8392;9.327;RCP4.5;H1;1.08;18;-4;
3143;42.8327;9.4242;RCP4.5;H1;1.18;24;-6;
3175;43.0731;-1.4392;RCP4.5;H1;0.63;26;-10;
3176;43.0765;-1.3413;RCP4.5;H1;0.42;29;-10;
3177;43.0799;-1.2434;RCP4.5;H1;0.27;28;-9;
3178;43.0831;-1.1454;RCP4.5;H1;0.8;29;-9;
3179;43.0862;-1.0475;RCP4.5;H1;0.1;27;-10;
3180;43.0893;-0.9495;RCP4.5;H1;0.61;24;-10;
3181;43.0922;-0.8515;RCP4.5;H1;1.33;25;-9;
3182;43.0951;-0.7535;RCP4.5;H1;1.08;25;-9;
3183;43.0979;-0.6555;RCP4.5;H1;0.95;24;-8;
3184;43.1006;-0.5575;RCP4.5;H1;0.8;29;-9;
3185;43.1032;-0.4595;RCP4.5;H1;0.86;27;-9;
3186;43.1057;-0.3615;RCP4.5;H1;0.98;27;-9;
3187;43.1081;-0.2634;RCP4.5;H1;1.36;24;-8;
3188;43.1104;-0.1654;RCP4.5;H1;1.28;24;-9;
3189;43.1127;-0.0673;RCP4.5;H1;1.57;24;-8;
3190;43.1148;0.0307;RCP4.5;H1;1.38;24;-8;
3191;43.1169;0.1288;RCP4.5;H1;1.39;26;-8;
3192;43.1189;0.2269;RCP4.5;H1;1.67;26;-9;
3193;43.1208;0.325;RCP4.5;H1;1.3;25;-9;
3194;43.1226;0.4231;RCP4.5;H1;1.21;26;-9;
3195;43.1243;0.5211;RCP4.5;H1;1.2;26;-8;
3196;43.1259;0.6192;RCP4.5;H1;1.8;26;-8;
3197;43.1274;0.7173;RCP4.5;H1;2.56;25;-8;
3198;43.1288;0.8155;RCP4.5;H1;1.22;26;-8;
3199;43.1302;0.9136;RCP4.5;H1;3.06;27;-9;
