Point;Latitude;Longitude;Contexte;Période;ATX35;ATXND;ATNND;
4788;43.9304;2.4858;RCP4.5;H3;5.7;52;-19;
4789;43.9302;2.5854;RCP4.5;H3;5.38;51;-17;
4790;43.93;2.6849;RCP4.5;H3;4.88;51;-17;
4791;43.9296;2.7844;RCP4.5;H3;6.66;51;-17;
4792;43.9291;2.8839;RCP4.5;H3;5.35;52;-17;
4793;43.9286;2.9834;RCP4.5;H3;3.58;52;-17;
4794;43.928;3.0829;RCP4.5;H3;1.83;52;-16;
4795;43.9272;3.1824;RCP4.5;H3;1.94;56;-16;
4796;43.9264;3.2819;RCP4.5;H3;1.69;58;-15;
4797;43.9255;3.3814;RCP4.5;H3;1.52;55;-14;
4798;43.9245;3.4809;RCP4.5;H3;2.56;56;-14;
4799;43.9234;3.5804;RCP4.5;H3;4.02;56;-13;
4800;43.9222;3.6799;RCP4.5;H3;9.57;56;-13;
4801;43.921;3.7794;RCP4.5;H3;11.4;55;-16;
4802;43.9196;3.8789;RCP4.5;H3;11.08;53;-15;
4803;43.9181;3.9783;RCP4.5;H3;11.62;54;-14;
4804;43.9166;4.0778;RCP4.5;H3;12.88;54;-11;
4805;43.9149;4.1773;RCP4.5;H3;12.43;54;-11;
4806;43.9132;4.2767;RCP4.5;H3;13.32;54;-11;
4807;43.9114;4.3762;RCP4.5;H3;8.13;53;-11;
4808;43.9095;4.4756;RCP4.5;H3;9.25;54;-11;
4809;43.9075;4.5751;RCP4.5;H3;10.42;54;-11;
4810;43.9054;4.6745;RCP4.5;H3;11.16;53;-11;
4811;43.9032;4.7739;RCP4.5;H3;11.12;53;-13;
4812;43.9009;4.8733;RCP4.5;H3;11.89;55;-13;
4813;43.8986;4.9728;RCP4.5;H3;11.2;56;-13;
4814;43.8961;5.0722;RCP4.5;H3;12.53;56;-17;
4815;43.8936;5.1715;RCP4.5;H3;12.29;57;-18;
4816;43.8909;5.2709;RCP4.5;H3;12.65;57;-18;
4817;43.8882;5.3703;RCP4.5;H3;12.25;60;-18;
4818;43.8854;5.4697;RCP4.5;H3;9.15;60;-18;
4819;43.8825;5.569;RCP4.5;H3;7.95;60;-17;
4820;43.8795;5.6684;RCP4.5;H3;7.22;60;-15;
4821;43.8764;5.7677;RCP4.5;H3;8.02;59;-14;
4822;43.8732;5.867;RCP4.5;H3;11.43;60;-12;
4823;43.8699;5.9663;RCP4.5;H3;9.19;60;-12;
4824;43.8665;6.0656;RCP4.5;H3;6.71;62;-13;
4825;43.8631;6.1649;RCP4.5;H3;4.05;61;-13;
4826;43.8595;6.2642;RCP4.5;H3;0.17;69;-15;
4827;43.8559;6.3634;RCP4.5;H3;0;66;-14;
4828;43.8522;6.4627;RCP4.5;H3;1.15;70;-18;
4829;43.8484;6.5619;RCP4.5;H3;0.56;68;-18;
4830;43.8445;6.6611;RCP4.5;H3;0.1;65;-18;
4831;43.8405;6.7604;RCP4.5;H3;0;58;-14;
4832;43.8364;6.8595;RCP4.5;H3;0.03;55;-13;
4833;43.8322;6.9587;RCP4.5;H3;0.03;55;-13;
4834;43.8279;7.0579;RCP4.5;H3;0.85;58;-12;
4835;43.8235;7.157;RCP4.5;H3;2.01;46;-10;
4836;43.8191;7.2562;RCP4.5;H3;2.29;46;-7;
4837;43.8146;7.3553;RCP4.5;H3;1.99;44;-7;
4838;43.8099;7.4544;RCP4.5;H3;2.01;44;-7;
4893;43.9417;-1.2978;RCP4.5;H3;1.87;36;-15;
4894;43.945;-1.1983;RCP4.5;H3;2.33;36;-15;
4895;43.9482;-1.0989;RCP4.5;H3;3.55;41;-18;
4896;43.9513;-0.9994;RCP4.5;H3;3.5;41;-18;
4897;43.9543;-0.9;RCP4.5;H3;3.94;43;-18;
4898;43.9572;-0.8005;RCP4.5;H3;4.2;43;-19;
4899;43.96;-0.701;RCP4.5;H3;4.44;43;-19;
4900;43.9628;-0.6015;RCP4.5;H3;4.65;42;-19;
4901;43.9654;-0.502;RCP4.5;H3;5.45;43;-20;
4902;43.968;-0.4025;RCP4.5;H3;5.9;43;-20;
4903;43.9704;-0.303;RCP4.5;H3;5.73;43;-20;
4904;43.9728;-0.2034;RCP4.5;H3;5.88;44;-18;
4905;43.9751;-0.1039;RCP4.5;H3;5.88;45;-18;
4906;43.9773;-0.0043;RCP4.5;H3;5.69;44;-18;
4907;43.9793;0.0952;RCP4.5;H3;5.08;44;-19;
4908;43.9814;0.1948;RCP4.5;H3;4.61;45;-16;
4909;43.9833;0.2944;RCP4.5;H3;4.54;45;-16;
4910;43.9851;0.3939;RCP4.5;H3;5.55;44;-15;
4911;43.9868;0.4935;RCP4.5;H3;5.58;45;-15;
4912;43.9885;0.5931;RCP4.5;H3;5.8;46;-16;
4913;43.99;0.6927;RCP4.5;H3;5.87;46;-16;
4914;43.9915;0.7923;RCP4.5;H3;6.2;47;-16;
4915;43.9928;0.8919;RCP4.5;H3;5.3;46;-15;
4916;43.9941;0.9915;RCP4.5;H3;5.88;48;-15;
4917;43.9953;1.0911;RCP4.5;H3;6.1;48;-16;
4918;43.9964;1.1908;RCP4.5;H3;6.54;48;-16;
4919;43.9974;1.2904;RCP4.5;H3;6.63;49;-16;
4920;43.9983;1.39;RCP4.5;H3;6.63;50;-16;
4921;43.9991;1.4896;RCP4.5;H3;6.45;50;-17;
4922;43.9999;1.5893;RCP4.5;H3;6.67;51;-17;
4923;44.0005;1.6889;RCP4.5;H3;7.21;51;-19;
4924;44.0011;1.7885;RCP4.5;H3;7.45;50;-19;
4925;44.0015;1.8882;RCP4.5;H3;2.21;50;-19;
4926;44.0019;1.9878;RCP4.5;H3;7.01;50;-18;
4927;44.0022;2.0875;RCP4.5;H3;6.77;50;-19;
4928;44.0023;2.1871;RCP4.5;H3;7.56;51;-19;
4929;44.0024;2.2867;RCP4.5;H3;6.02;50;-19;
4930;44.0024;2.3864;RCP4.5;H3;5.21;52;-20;
4931;44.0023;2.486;RCP4.5;H3;5.06;53;-20;
4932;44.0022;2.5857;RCP4.5;H3;4.51;50;-17;
4933;44.0019;2.6853;RCP4.5;H3;6.35;50;-18;
4934;44.0015;2.785;RCP4.5;H3;6.13;51;-17;
4935;44.0011;2.8846;RCP4.5;H3;4.18;53;-17;
4936;44.0005;2.9842;RCP4.5;H3;4.3;54;-18;
4937;43.9999;3.0839;RCP4.5;H3;1.96;53;-16;
4938;43.9991;3.1835;RCP4.5;H3;1.55;56;-16;
4939;43.9983;3.2831;RCP4.5;H3;2.2;57;-16;
4940;43.9974;3.3827;RCP4.5;H3;1.73;57;-16;
4941;43.9964;3.4824;RCP4.5;H3;0.71;56;-14;
4942;43.9953;3.582;RCP4.5;H3;4.8;55;-13;
4943;43.9941;3.6816;RCP4.5;H3;8.01;55;-13;
4944;43.9929;3.7812;RCP4.5;H3;4.75;56;-12;
4945;43.9915;3.8808;RCP4.5;H3;10.55;55;-12;
4946;43.99;3.9804;RCP4.5;H3;12.21;55;-11;
4947;43.9885;4.08;RCP4.5;H3;13.43;53;-11;
4948;43.9868;4.1796;RCP4.5;H3;13.15;53;-11;
4949;43.9851;4.2792;RCP4.5;H3;13.43;54;-11;
4950;43.9833;4.3788;RCP4.5;H3;13.15;54;-11;
4951;43.9814;4.4783;RCP4.5;H3;9.44;53;-11;
4952;43.9794;4.5779;RCP4.5;H3;9.48;53;-11;
4953;43.9773;4.6775;RCP4.5;H3;9.6;54;-11;
4954;43.9751;4.777;RCP4.5;H3;10.7;53;-11;
4955;43.9728;4.8766;RCP4.5;H3;11.13;54;-13;
4956;43.9704;4.9761;RCP4.5;H3;13.05;55;-17;
4957;43.968;5.0756;RCP4.5;H3;10.34;55;-17;
4958;43.9654;5.1751;RCP4.5;H3;7.11;57;-17;
4959;43.9628;5.2746;RCP4.5;H3;6.95;59;-18;
4960;43.9601;5.3741;RCP4.5;H3;6.52;60;-18;
4961;43.9572;5.4736;RCP4.5;H3;1.51;62;-18;
4962;43.9543;5.5731;RCP4.5;H3;4.08;60;-16;
4963;43.9513;5.6726;RCP4.5;H3;3.93;61;-15;
4964;43.9482;5.772;RCP4.5;H3;7.37;59;-14;
4965;43.945;5.8715;RCP4.5;H3;9.4;59;-12;
4966;43.9418;5.9709;RCP4.5;H3;8.55;61;-12;
4967;43.9384;6.0703;RCP4.5;H3;2.22;62;-13;
4968;43.9349;6.1697;RCP4.5;H3;2.23;62;-13;
4969;43.9314;6.2691;RCP4.5;H3;0.12;69;-14;
4970;43.9277;6.3685;RCP4.5;H3;0.4;70;-14;
4971;43.924;6.4679;RCP4.5;H3;0.43;72;-19;
4972;43.9202;6.5673;RCP4.5;H3;0.42;70;-18;
4973;43.9163;6.6666;RCP4.5;H3;0.17;70;-17;
4974;43.9123;6.7659;RCP4.5;H3;1.02;69;-17;
4975;43.9082;6.8653;RCP4.5;H3;2.1;63;-16;
4976;43.904;6.9646;RCP4.5;H3;1.87;57;-11;
4977;43.8997;7.0639;RCP4.5;H3;2.01;57;-11;
4978;43.8953;7.1631;RCP4.5;H3;3.33;55;-10;
4979;43.8909;7.2624;RCP4.5;H3;0.25;46;-9;
4980;43.8863;7.3616;RCP4.5;H3;0.09;48;-10;
4981;43.8817;7.4609;RCP4.5;H3;0.48;47;-8;
5036;44.0136;-1.3024;RCP4.5;H3;1.9;36;-14;
5037;44.0168;-1.2028;RCP4.5;H3;1.91;36;-14;
5038;44.02;-1.1032;RCP4.5;H3;3.69;41;-18;
5039;44.0231;-1.0037;RCP4.5;H3;3.57;41;-18;
5040;44.0261;-0.9041;RCP4.5;H3;3.9;42;-19;
5041;44.0291;-0.8045;RCP4.5;H3;5.25;42;-19;
5042;44.0319;-0.7049;RCP4.5;H3;5.13;43;-20;
5043;44.0346;-0.6052;RCP4.5;H3;5.31;43;-20;
5044;44.0373;-0.5056;RCP4.5;H3;5.67;43;-20;
5045;44.0398;-0.406;RCP4.5;H3;5.92;43;-20;
5046;44.0423;-0.3063;RCP4.5;H3;5.88;43;-21;
5047;44.0447;-0.2066;RCP4.5;H3;5.83;44;-18;
5048;44.047;-0.107;RCP4.5;H3;5.88;44;-18;
5049;44.0491;-0.0073;RCP4.5;H3;5.67;43;-19;
5050;44.0512;0.0924;RCP4.5;H3;5.06;43;-19;
5051;44.0533;0.1921;RCP4.5;H3;5.18;44;-19;
5052;44.0552;0.2918;RCP4.5;H3;4.58;44;-16;
5053;44.057;0.3915;RCP4.5;H3;4.58;44;-16;
5054;44.0587;0.4912;RCP4.5;H3;4.75;45;-16;
5055;44.0604;0.5909;RCP4.5;H3;5.01;47;-16;
5056;44.0619;0.6906;RCP4.5;H3;6.27;46;-16;
5057;44.0634;0.7904;RCP4.5;H3;6.21;46;-16;
5058;44.0648;0.8901;RCP4.5;H3;2.1;47;-16;
5059;44.066;0.9898;RCP4.5;H3;6;48;-16;
5060;44.0672;1.0896;RCP4.5;H3;6.13;48;-16;
5061;44.0683;1.1893;RCP4.5;H3;6.08;48;-16;
5062;44.0693;1.2891;RCP4.5;H3;6.26;49;-16;
5063;44.0702;1.3888;RCP4.5;H3;6.67;50;-17;
5064;44.0711;1.4886;RCP4.5;H3;6.7;50;-17;
5065;44.0718;1.5883;RCP4.5;H3;6.88;50;-17;
5066;44.0724;1.6881;RCP4.5;H3;7.76;50;-19;
5067;44.073;1.7878;RCP4.5;H3;6.48;50;-19;
5068;44.0734;1.8876;RCP4.5;H3;7.17;50;-19;
5069;44.0738;1.9874;RCP4.5;H3;7.15;50;-19;
5070;44.0741;2.0871;RCP4.5;H3;6.9;50;-19;
5071;44.0743;2.1869;RCP4.5;H3;7.04;51;-19;
5072;44.0744;2.2867;RCP4.5;H3;4.67;51;-20;
5073;44.0744;2.3865;RCP4.5;H3;4.37;52;-20;
5074;44.0743;2.4862;RCP4.5;H3;2.15;52;-19;
5075;44.0741;2.586;RCP4.5;H3;2.17;52;-20;
5076;44.0738;2.6858;RCP4.5;H3;3.3;52;-18;
5077;44.0734;2.7855;RCP4.5;H3;5.96;54;-18;
5078;44.073;2.8853;RCP4.5;H3;6.22;54;-17;
5079;44.0724;2.985;RCP4.5;H3;4.77;54;-18;
5080;44.0718;3.0848;RCP4.5;H3;2.23;55;-18;
5081;44.0711;3.1846;RCP4.5;H3;1.49;55;-16;
5082;44.0702;3.2843;RCP4.5;H3;1.92;57;-16;
5083;44.0693;3.3841;RCP4.5;H3;1.62;59;-16;
5084;44.0683;3.4838;RCP4.5;H3;0.17;61;-17;
5085;44.0672;3.5836;RCP4.5;H3;0.58;61;-15;
5086;44.0661;3.6833;RCP4.5;H3;3.57;57;-13;
5087;44.0648;3.783;RCP4.5;H3;2.8;56;-13;
5088;44.0634;3.8828;RCP4.5;H3;7.94;55;-12;
5089;44.0619;3.9825;RCP4.5;H3;11.58;56;-13;
5090;44.0604;4.0822;RCP4.5;H3;13.06;53;-11;
5091;44.0588;4.1819;RCP4.5;H3;12.7;53;-11;
5092;44.057;4.2817;RCP4.5;H3;11.47;54;-11;
5093;44.0552;4.3814;RCP4.5;H3;11.73;55;-11;
5094;44.0533;4.4811;RCP4.5;H3;10.82;55;-11;
5095;44.0513;4.5807;RCP4.5;H3;8.32;53;-12;
5096;44.0492;4.6804;RCP4.5;H3;9.63;54;-11;
5097;44.047;4.7801;RCP4.5;H3;13.25;55;-12;
5098;44.0447;4.8798;RCP4.5;H3;10.62;53;-13;
5099;44.0423;4.9794;RCP4.5;H3;17.2;55;-15;
5100;44.0399;5.0791;RCP4.5;H3;13.37;55;-15;
5101;44.0373;5.1787;RCP4.5;H3;10.12;57;-17;
5102;44.0347;5.2784;RCP4.5;H3;4.98;60;-19;
5103;44.0319;5.378;RCP4.5;H3;1.81;61;-19;
5104;44.0291;5.4776;RCP4.5;H3;0.8;62;-18;
5105;44.0262;5.5772;RCP4.5;H3;1.83;62;-16;
5106;44.0232;5.6768;RCP4.5;H3;3.1;61;-15;
5107;44.0201;5.7764;RCP4.5;H3;3.87;60;-15;
5108;44.0169;5.876;RCP4.5;H3;6.58;61;-15;
5109;44.0136;5.9755;RCP4.5;H3;10.1;63;-15;
5110;44.0102;6.0751;RCP4.5;H3;6.88;64;-15;
5111;44.0068;6.1746;RCP4.5;H3;2.29;63;-16;
5112;44.0032;6.2741;RCP4.5;H3;1.25;69;-17;
5113;43.9996;6.3736;RCP4.5;H3;2.48;70;-18;
5114;43.9958;6.4731;RCP4.5;H3;0.37;74;-18;
5115;43.992;6.5726;RCP4.5;H3;0;74;-18;
5116;43.9881;6.6721;RCP4.5;H3;0.85;75;-17;
5117;43.9841;6.7716;RCP4.5;H3;2.74;73;-22;
5118;43.98;6.871;RCP4.5;H3;0.64;57;-12;
5119;43.9758;6.9704;RCP4.5;H3;0.92;58;-12;
5120;43.9715;7.0698;RCP4.5;H3;0.23;56;-13;
5121;43.9671;7.1692;RCP4.5;H3;3.17;60;-8;
5122;43.9627;7.2686;RCP4.5;H3;0.07;51;-11;
5123;43.9581;7.368;RCP4.5;H3;0.09;64;-11;
5124;43.9535;7.4673;RCP4.5;H3;0;56;-12;
5125;43.9487;7.5667;RCP4.5;H3;0.94;65;-10;
5179;44.0854;-1.307;RCP4.5;H3;1.84;34;-14;
5180;44.0887;-1.2073;RCP4.5;H3;1.84;34;-14;
5181;44.0919;-1.1076;RCP4.5;H3;4.87;40;-19;
5182;44.095;-1.0079;RCP4.5;H3;4.85;41;-19;
5183;44.098;-0.9082;RCP4.5;H3;4.88;41;-18;
5184;44.1009;-0.8085;RCP4.5;H3;4.88;42;-19;
5185;44.1038;-0.7087;RCP4.5;H3;5.21;42;-19;
5186;44.1065;-0.609;RCP4.5;H3;5.28;43;-20;
5187;44.1092;-0.5092;RCP4.5;H3;5.63;43;-20;
5188;44.1117;-0.4094;RCP4.5;H3;5.52;43;-20;
5189;44.1142;-0.3097;RCP4.5;H3;5.75;43;-20;
5190;44.1166;-0.2099;RCP4.5;H3;5.73;43;-20;
5191;44.1188;-0.1101;RCP4.5;H3;5.7;43;-19;
5192;44.121;-0.0103;RCP4.5;H3;5.62;43;-18;
5193;44.1231;0.0895;RCP4.5;H3;5.19;44;-19;
5194;44.1252;0.1894;RCP4.5;H3;5.27;44;-19;
5195;44.1271;0.2892;RCP4.5;H3;5.19;45;-16;
5196;44.1289;0.389;RCP4.5;H3;4.72;44;-16;
5197;44.1306;0.4888;RCP4.5;H3;4.8;45;-16;
5198;44.1323;0.5887;RCP4.5;H3;5.06;47;-16;
5199;44.1338;0.6885;RCP4.5;H3;5.05;46;-16;
5200;44.1353;0.7884;RCP4.5;H3;4.68;46;-15;
5201;44.1367;0.8882;RCP4.5;H3;6.5;48;-16;
5202;44.138;0.9881;RCP4.5;H3;6.45;48;-16;
5203;44.1391;1.088;RCP4.5;H3;6.37;50;-16;
5204;44.1402;1.1879;RCP4.5;H3;6.6;49;-16;
5205;44.1412;1.2877;RCP4.5;H3;6.52;50;-16;
5206;44.1422;1.3876;RCP4.5;H3;6.35;50;-16;
5207;44.143;1.4875;RCP4.5;H3;6.81;50;-17;
5208;44.1437;1.5874;RCP4.5;H3;6.63;50;-17;
5209;44.1444;1.6873;RCP4.5;H3;7.37;50;-19;
5210;44.1449;1.7872;RCP4.5;H3;7.27;50;-19;
5211;44.1454;1.887;RCP4.5;H3;7.85;50;-19;
5212;44.1457;1.9869;RCP4.5;H3;7.83;50;-21;
5213;44.146;2.0868;RCP4.5;H3;5.48;50;-20;
5214;44.1462;2.1867;RCP4.5;H3;6.23;51;-19;
5215;44.1463;2.2866;RCP4.5;H3;5.97;50;-18;
5216;44.1463;2.3865;RCP4.5;H3;5.82;50;-18;
5217;44.1462;2.4864;RCP4.5;H3;2.19;52;-20;
5218;44.146;2.5863;RCP4.5;H3;2.21;54;-20;
5219;44.1457;2.6862;RCP4.5;H3;2.21;54;-19;
5220;44.1454;2.7861;RCP4.5;H3;1.58;56;-19;
5221;44.1449;2.886;RCP4.5;H3;1.42;57;-19;
5222;44.1444;2.9859;RCP4.5;H3;2.22;55;-18;
5223;44.1437;3.0858;RCP4.5;H3;2.21;55;-18;
5224;44.143;3.1856;RCP4.5;H3;2.24;56;-19;
5225;44.1422;3.2855;RCP4.5;H3;2.17;57;-16;
5226;44.1413;3.3854;RCP4.5;H3;1.02;59;-16;
5227;44.1403;3.4853;RCP4.5;H3;2.33;63;-18;
5228;44.1392;3.5852;RCP4.5;H3;0.1;64;-19;
5229;44.138;3.685;RCP4.5;H3;2.65;57;-13;
5230;44.1367;3.7849;RCP4.5;H3;6.9;58;-12;
5231;44.1353;3.8847;RCP4.5;H3;8.8;57;-12;
5232;44.1339;3.9846;RCP4.5;H3;8.62;56;-12;
5233;44.1323;4.0844;RCP4.5;H3;11.82;54;-11;
5234;44.1307;4.1843;RCP4.5;H3;12.07;54;-11;
5235;44.1289;4.2841;RCP4.5;H3;9.42;57;-13;
5236;44.1271;4.384;RCP4.5;H3;9.5;56;-12;
5237;44.1252;4.4838;RCP4.5;H3;10.3;55;-11;
5238;44.1232;4.5836;RCP4.5;H3;11.63;55;-11;
5239;44.1211;4.6834;RCP4.5;H3;10.42;53;-11;
5240;44.1189;4.7832;RCP4.5;H3;13.29;54;-13;
5241;44.1166;4.883;RCP4.5;H3;12.75;55;-12;
5242;44.1142;4.9828;RCP4.5;H3;14.23;55;-15;
5243;44.1117;5.0826;RCP4.5;H3;11.95;56;-17;
5244;44.1092;5.1823;RCP4.5;H3;8.98;55;-18;
5245;44.1065;5.2821;RCP4.5;H3;2.17;61;-19;
5246;44.1038;5.3818;RCP4.5;H3;1.57;62;-19;
5247;44.101;5.4816;RCP4.5;H3;1.49;65;-19;
5248;44.098;5.5813;RCP4.5;H3;0.33;65;-16;
5249;44.095;5.681;RCP4.5;H3;0.29;64;-15;
5250;44.0919;5.7807;RCP4.5;H3;0.05;66;-15;
5251;44.0887;5.8804;RCP4.5;H3;0.79;65;-15;
5252;44.0854;5.9801;RCP4.5;H3;7.13;60;-12;
5253;44.0821;6.0798;RCP4.5;H3;5.38;66;-15;
5254;44.0786;6.1795;RCP4.5;H3;6.37;68;-16;
5255;44.075;6.2791;RCP4.5;H3;1.77;69;-16;
5256;44.0714;6.3788;RCP4.5;H3;0.07;75;-16;
5257;44.0676;6.4784;RCP4.5;H3;0.04;75;-17;
5258;44.0638;6.578;RCP4.5;H3;0;77;-18;
5259;44.0599;6.6776;RCP4.5;H3;0;74;-16;
5260;44.0559;6.7772;RCP4.5;H3;0;71;-13;
5261;44.0518;6.8767;RCP4.5;H3;0;70;-12;
5262;44.0476;6.9763;RCP4.5;H3;0;69;-12;
5263;44.0433;7.0758;RCP4.5;H3;0;64;-14;
5264;44.0389;7.1754;RCP4.5;H3;0.07;69;-11;
5265;44.0344;7.2749;RCP4.5;H3;0;72;-11;
5266;44.0299;7.3744;RCP4.5;H3;0;63;-13;
5267;44.0252;7.4739;RCP4.5;H3;0;65;-13;
5268;44.0205;7.5733;RCP4.5;H3;0;55;-11;
5323;44.1606;-1.2118;RCP4.5;H3;1.81;34;-14;
5324;44.1638;-1.112;RCP4.5;H3;4.68;39;-18;
5325;44.1669;-1.0122;RCP4.5;H3;4.8;41;-18;
5326;44.1699;-0.9123;RCP4.5;H3;4.88;41;-18;
5327;44.1728;-0.8125;RCP4.5;H3;4.88;42;-19;
5328;44.1756;-0.7126;RCP4.5;H3;5.25;42;-19;
5329;44.1784;-0.6127;RCP4.5;H3;5;43;-20;
5330;44.181;-0.5128;RCP4.5;H3;5.44;43;-20;
5331;44.1836;-0.4129;RCP4.5;H3;5.44;43;-20;
5332;44.1861;-0.313;RCP4.5;H3;5.6;43;-20;
5333;44.1885;-0.2131;RCP4.5;H3;5.56;43;-20;
5334;44.1907;-0.1132;RCP4.5;H3;2.12;43;-19;
5335;44.1929;-0.0133;RCP4.5;H3;5.15;43;-18;
5336;44.195;0.0867;RCP4.5;H3;5.1;44;-18;
5337;44.1971;0.1866;RCP4.5;H3;5.1;44;-18;
5338;44.199;0.2866;RCP4.5;H3;5.27;45;-16;
5339;44.2008;0.3865;RCP4.5;H3;4.83;45;-16;
5340;44.2025;0.4865;RCP4.5;H3;4.58;45;-17;
5341;44.2042;0.5865;RCP4.5;H3;5.17;46;-16;
5342;44.2058;0.6864;RCP4.5;H3;4.59;46;-15;
5343;44.2072;0.7864;RCP4.5;H3;4.65;46;-15;
5344;44.2086;0.8864;RCP4.5;H3;4.58;47;-16;
5345;44.2099;0.9864;RCP4.5;H3;6.52;49;-16;
5346;44.2111;1.0864;RCP4.5;H3;6.3;49;-16;
5347;44.2122;1.1864;RCP4.5;H3;6.5;49;-16;
5348;44.2132;1.2864;RCP4.5;H3;6.27;50;-16;
5349;44.2141;1.3864;RCP4.5;H3;6.33;50;-16;
5350;44.2149;1.4864;RCP4.5;H3;6.38;50;-17;
5351;44.2156;1.5864;RCP4.5;H3;6.45;49;-17;
5352;44.2163;1.6864;RCP4.5;H3;7.17;51;-19;
5353;44.2168;1.7865;RCP4.5;H3;7.25;50;-19;
5354;44.2173;1.8865;RCP4.5;H3;6.92;50;-19;
5355;44.2177;1.9865;RCP4.5;H3;6.66;50;-20;
5356;44.2179;2.0865;RCP4.5;H3;5.92;50;-20;
5357;44.2181;2.1865;RCP4.5;H3;5.37;50;-19;
5358;44.2182;2.2866;RCP4.5;H3;5.63;50;-19;
5359;44.2182;2.3866;RCP4.5;H3;4.63;51;-20;
5360;44.2181;2.4866;RCP4.5;H3;2.19;52;-19;
5361;44.2179;2.5866;RCP4.5;H3;2.21;53;-19;
5362;44.2177;2.6866;RCP4.5;H3;2.17;53;-18;
5363;44.2173;2.7867;RCP4.5;H3;1.96;56;-19;
5364;44.2168;2.8867;RCP4.5;H3;1.02;56;-19;
5365;44.2163;2.9867;RCP4.5;H3;2.25;55;-19;
5366;44.2157;3.0867;RCP4.5;H3;2.2;55;-17;
5367;44.2149;3.1867;RCP4.5;H3;2.23;57;-18;
5368;44.2141;3.2867;RCP4.5;H3;2.22;59;-16;
5369;44.2132;3.3867;RCP4.5;H3;2.31;65;-17;
5370;44.2122;3.4867;RCP4.5;H3;2.33;64;-18;
5371;44.2111;3.5867;RCP4.5;H3;1.58;64;-16;
5372;44.2099;3.6867;RCP4.5;H3;3.68;61;-13;
5373;44.2086;3.7867;RCP4.5;H3;6.2;59;-13;
5374;44.2072;3.8867;RCP4.5;H3;6.54;60;-13;
5375;44.2058;3.9867;RCP4.5;H3;6.7;55;-12;
5376;44.2042;4.0867;RCP4.5;H3;2.14;56;-13;
5377;44.2026;4.1866;RCP4.5;H3;2.09;54;-11;
5378;44.2008;4.2866;RCP4.5;H3;2.16;56;-12;
5379;44.199;4.3866;RCP4.5;H3;9.14;56;-12;
5380;44.1971;4.4865;RCP4.5;H3;2.12;54;-11;
5381;44.1951;4.5865;RCP4.5;H3;11.95;54;-11;
5382;44.193;4.6864;RCP4.5;H3;10.09;51;-11;
5383;44.1908;4.7863;RCP4.5;H3;11.93;53;-13;
5384;44.1885;4.8862;RCP4.5;H3;11.58;54;-12;
5385;44.1861;4.9862;RCP4.5;H3;11.29;54;-16;
5386;44.1836;5.0861;RCP4.5;H3;7.93;56;-17;
5387;44.1811;5.186;RCP4.5;H3;4.48;56;-18;
5388;44.1784;5.2858;RCP4.5;H3;0.22;62;-17;
5389;44.1757;5.3857;RCP4.5;H3;2.26;65;-19;
5390;44.1728;5.4856;RCP4.5;H3;0.62;67;-18;
5391;44.1699;5.5854;RCP4.5;H3;0.13;66;-15;
5392;44.1669;5.6853;RCP4.5;H3;0.29;65;-15;
5393;44.1638;5.7851;RCP4.5;H3;1.05;66;-16;
5394;44.1606;5.885;RCP4.5;H3;3.23;64;-15;
5395;44.1573;5.9848;RCP4.5;H3;6.38;60;-12;
5396;44.1539;6.0846;RCP4.5;H3;2.72;67;-16;
5397;44.1504;6.1844;RCP4.5;H3;2.38;70;-16;
5398;44.1469;6.2841;RCP4.5;H3;6.88;72;-22;
5399;44.1432;6.3839;RCP4.5;H3;0.32;78;-19;
5400;44.1395;6.4836;RCP4.5;H3;0;76;-16;
5401;44.1356;6.5834;RCP4.5;H3;0;76;-16;
5402;44.1317;6.6831;RCP4.5;H3;0;69;-15;
5403;44.1277;6.7828;RCP4.5;H3;0;71;-12;
5404;44.1236;6.8825;RCP4.5;H3;0;71;-12;
5405;44.1194;6.9822;RCP4.5;H3;0;66;-13;
5406;44.1151;7.0819;RCP4.5;H3;0;67;-12;
5407;44.1107;7.1815;RCP4.5;H3;0;62;-15;
5408;44.1062;7.2811;RCP4.5;H3;0;68;-14;
5409;44.1017;7.3808;RCP4.5;H3;0;60;-15;
5410;44.097;7.4804;RCP4.5;H3;0;60;-15;
5411;44.0922;7.58;RCP4.5;H3;0;66;-11;
5466;44.2324;-1.2163;RCP4.5;H3;1.81;35;-14;
5467;44.2356;-1.1164;RCP4.5;H3;4.86;39;-19;
5468;44.2387;-1.0164;RCP4.5;H3;4.83;41;-19;
5469;44.2418;-0.9164;RCP4.5;H3;4.8;41;-18;
5470;44.2447;-0.8165;RCP4.5;H3;4.98;42;-19;
5471;44.2475;-0.7165;RCP4.5;H3;4.97;42;-19;
5472;44.2503;-0.6165;RCP4.5;H3;4.89;42;-19;
5473;44.2529;-0.5165;RCP4.5;H3;5.5;42;-20;
5474;44.2555;-0.4164;RCP4.5;H3;5.78;43;-20;
5475;44.258;-0.3164;RCP4.5;H3;5.63;43;-20;
5476;44.2603;-0.2164;RCP4.5;H3;5.71;43;-20;
5477;44.2626;-0.1163;RCP4.5;H3;4.7;42;-17;
5478;44.2648;-0.0163;RCP4.5;H3;5.1;43;-18;
5479;44.2669;0.0838;RCP4.5;H3;5.35;44;-18;
5480;44.269;0.1839;RCP4.5;H3;5.2;44;-18;
5481;44.2709;0.284;RCP4.5;H3;4.95;45;-17;
